"time","timeDate","close","high","low","open","volumefrom","volumeto","volume"
1297555200000,"2011-02-12",1.05,1.08,1.02,1.08,3240.64,3398.3,NaN
1297641600000,"2011-02-13",1.07,1.08,1.033,1.05,7096.55,7532.41,NaN
1297728000000,"2011-02-14",1.05,1.085,1.035,1.07,8616.58,9085.5,NaN
1297814400000,"2011-02-15",1.045,1.05,1.02,1.05,7192.38,7465.03,NaN
1297900800000,"2011-02-16",1.04,1.05,1.02,1.045,4009.84,4184.96,NaN
1297987200000,"2011-02-17",0.8989,1.04,0.7801,1.04,36948.16,32719.75,NaN
1298073600000,"2011-02-18",0.949,0.98,0.8376,0.8989,3798.71,3454.72,NaN
1298160000000,"2011-02-19",0.85,0.949,0.83,0.949,9974.05,8503.38,NaN
1298246400000,"2011-02-20",0.8345,0.8796,0.8313,0.85,1700.12,1435.86,NaN
1298332800000,"2011-02-21",0.8702,0.95,0.8313,0.8345,12095.26,10650.29,NaN
1298419200000,"2011-02-22",0.9,0.945,0.8681,0.8702,6718.87,6057.77,NaN
1298505600000,"2011-02-23",0.9974,1,0.9,0.9,13418.69,12708.12,NaN
1298592000000,"2011-02-24",0.9111,0.9998,0.9111,0.9974,4461.06,4276.3,NaN
1298678400000,"2011-02-25",0.958,0.97,0.9106,0.9111,4744.41,4452.63,NaN
1298764800000,"2011-02-26",0.89,0.958,0.89,0.958,23268.75,21576.82,NaN
1298851200000,"2011-02-27",0.86,0.92,0.845,0.89,4651.67,4108.6,NaN
1298937600000,"2011-02-28",0.9202,0.97,0.8502,0.86,22569.78,21413.43,NaN
1299024000000,"2011-03-01",0.9399,0.94,0.9102,0.9202,2741.87,2533.96,NaN
1299110400000,"2011-03-02",0.9391,0.9399,0.91,0.9399,2746.67,2520.58,NaN
1299196800000,"2011-03-03",0.901,0.9391,0.9001,0.9391,2711.89,2469.56,NaN
1299283200000,"2011-03-04",0.9103,0.9189,0.8111,0.901,12570.59,11115.04,NaN
1299369600000,"2011-03-05",0.8999,0.9098,0.81,0.9103,12626.49,10775.11,NaN
1299456000000,"2011-03-06",0.885,0.909,0.846,0.8999,15271.27,13527.3,NaN
1299542400000,"2011-03-07",0.87,0.885,0.85,0.885,4527.85,3931.42,NaN
1299628800000,"2011-03-08",0.8645,0.87,0.85,0.87,4546.05,3881.22,NaN
1299715200000,"2011-03-09",0.9329,0.9329,0.8497,0.8645,8869.01,7895.07,NaN
1299801600000,"2011-03-10",0.88,0.925,0.8601,0.9329,3725.51,3301.73,NaN
1299888000000,"2011-03-11",0.918,0.9197,0.88,0.88,4822.83,4319.6,NaN
1299974400000,"2011-03-12",0.8925,0.918,0.8898,0.918,660.31,595.42,NaN
1300060800000,"2011-03-13",0.8949,0.9,0.88,0.8925,5269.24,4676.62,NaN
1300147200000,"2011-03-14",0.87,0.8949,0.87,0.8949,2732.16,2405.41,NaN
1300233600000,"2011-03-15",0.86,0.88,0.836,0.87,7929.62,6761.32,NaN
1300320000000,"2011-03-16",0.8254,0.88,0.81,0.86,7159.78,6042.77,NaN
1300406400000,"2011-03-17",0.8165,0.8506,0.71,0.8254,14226.22,10971.32,NaN
1300492800000,"2011-03-18",0.765,0.797,0.7313,0.8165,9875.04,7457.83,NaN
1300579200000,"2011-03-19",0.7411,0.79,0.7402,0.765,5815.32,4502.62,NaN
1300665600000,"2011-03-20",0.759,0.7724,0.7405,0.7411,3695.96,2780.45,NaN
1300752000000,"2011-03-21",0.809,0.81,0.7405,0.759,12147.72,9499.24,NaN
1300838400000,"2011-03-22",0.8497,0.85,0.78,0.809,13262.26,11029.25,NaN
1300924800000,"2011-03-23",0.8669,0.9,0.8266,0.8497,14009.37,12259.77,NaN
1301011200000,"2011-03-24",0.8838,0.89,0.861,0.8669,4819.42,4225.53,NaN
1301097600000,"2011-03-25",0.8552,0.905,0.841,0.8838,11756.42,10250.98,NaN
1301184000000,"2011-03-26",0.82,0.8721,0.8152,0.8552,5337.15,4439.07,NaN
1301270400000,"2011-03-27",0.799,0.85,0.76,0.82,12565.15,10141.7,NaN
1301356800000,"2011-03-28",0.7925,0.7997,0.7648,0.799,4215.02,3312.3,NaN
1301443200000,"2011-03-29",0.7897,0.795,0.766,0.7925,3218.22,2532.13,NaN
1301529600000,"2011-03-30",0.7846,0.801,0.768,0.7897,6875.08,5429.16,NaN
1301616000000,"2011-03-31",0.7741,0.797,0.7741,0.7846,3186.77,2483.69,NaN
1301702400000,"2011-04-01",0.782,0.7998,0.7741,0.7741,2493.59,1965.23,NaN
1301788800000,"2011-04-02",0.779,0.7949,0.777,0.782,3931.39,3074.76,NaN
1301875200000,"2011-04-03",0.68,0.785,0.5619,0.779,31155.46,21652.69,NaN
1301961600000,"2011-04-04",0.71,0.7478,0.58,0.68,9730.3,6522.71,NaN
1302048000000,"2011-04-05",0.74,0.75,0.6902,0.71,8703.95,6264.04,NaN
1302134400000,"2011-04-06",0.7538,0.7849,0.7205,0.74,10832.99,8178.14,NaN
1302220800000,"2011-04-07",0.75,0.799,0.7309,0.7538,18207.3,13854.66,NaN
1302307200000,"2011-04-08",0.73,0.7676,0.7205,0.75,12119.4,8940.96,NaN
1302393600000,"2011-04-09",0.7369,0.7589,0.71,0.73,5348.98,3946.44,NaN
1302480000000,"2011-04-10",0.77,0.799,0.7103,0.7369,14645.93,11255.96,NaN
1302566400000,"2011-04-11",0.86,0.899,0.7703,0.77,48417.6,41333.11,NaN
1302652800000,"2011-04-12",0.9225,1,0.86,0.86,43397.56,40467.74,NaN
1302739200000,"2011-04-13",1,1,0.91,0.9225,31111.88,29643.61,NaN
1302825600000,"2011-04-14",0.9899,1.09,0.911,1,50304.61,50488.94,NaN
1302912000000,"2011-04-15",1.05,1.095,0.9541,0.9899,28869.3,30097.18,NaN
1302998400000,"2011-04-16",1.112,1.14,1.026,1.05,24225.7,26085.25,NaN
1303084800000,"2011-04-17",1.162,1.2,1.11,1.112,27478.69,31552.55,NaN
1303171200000,"2011-04-18",1.198,1.198,1.144,1.162,12556.73,14782.06,NaN
1303257600000,"2011-04-19",1.142,1.198,1.13,1.198,21344.95,24691.86,NaN
1303344000000,"2011-04-20",1.21,1.21,1.14,1.142,39295.69,46345.35,NaN
1303430400000,"2011-04-21",1.409,1.41,1.189,1.21,39415.39,50929.92,NaN
1303516800000,"2011-04-22",1.7,1.95,1.32,1.409,66620.36,103242.84,NaN
1303603200000,"2011-04-23",1.63,1.95,1.6,1.7,21541.69,36076.01,NaN
1303689600000,"2011-04-24",1.559,1.701,1.521,1.63,13471.6,21226.89,NaN
1303776000000,"2011-04-25",1.795,1.795,1.53,1.559,24054.31,40211.17,NaN
1303862400000,"2011-04-26",1.9,1.95,1.72,1.795,33055.26,62403.35,NaN
1303948800000,"2011-04-27",2.211,2.65,1.66,1.9,100238.23,203392.46,NaN
1304035200000,"2011-04-28",2.88,2.95,2.21,2.211,57577.32,148954.47,NaN
1304121600000,"2011-04-29",3.5,4.15,2.75,2.88,65427.8,214977.24,NaN
1304208000000,"2011-04-30",3.033,3.87,2.5,3.5,45772.07,143521.98,NaN
1304294400000,"2011-05-01",3.2,3.495,3.029,3.033,18333.83,59421.72,NaN
1304380800000,"2011-05-02",3.41,3.49,3.11,3.2,16919.18,56187.48,NaN
1304467200000,"2011-05-03",3.406,3.58,3.25,3.41,17278.29,59434.11,NaN
1304553600000,"2011-05-04",3.333,3.45,3.333,3.406,15350.34,52331.39,NaN
1304640000000,"2011-05-05",3.45,3.61,3.29,3.333,23014.7,80063.98,NaN
1304726400000,"2011-05-06",3.641,3.7,3.425,3.45,17833.29,64359.68,NaN
1304812800000,"2011-05-07",3.866,3.937,3.63,3.641,21132.51,79620.81,NaN
1304899200000,"2011-05-08",3.8,3.9,3.691,3.866,11520.93,43805.92,NaN
1304985600000,"2011-05-09",5.81,5.99,3.81,3.8,56217.32,266466.71,NaN
1305072000000,"2011-05-10",5.5,6.065,4.6,5.81,52569.15,281496.86,NaN
1305158400000,"2011-05-11",6.3,6.49,5.22,5.5,31722.46,184839.99,NaN
